id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	catalogNumber	individualCount	year	month	day	fieldNotes	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	identifiedBy	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:AADC:NSSD:NSSD-3675	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3675	2	1980	03	05		Southern Ocean	Australia	East of ulladulla	0	0	-35.2833333333	134.383333333	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3671	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3671	4	1980	02	27		Southern Ocean	Australia		0	0	-36.3666666667	135.766666667	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3670	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3670	4	1980	02	27		Southern Ocean	Australia		0	0	-35.4333333333	134.683333333	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3667	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3667	4	1980	02	24		Southern Ocean	Australia		0	0	-36.6333333333	135.216666667	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3658	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3658	3	1980	01	26		Southern Ocean	Australia		0	0	-36.1	150.5	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3657	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3657	4	1980	01	26		Southern Ocean	Australia		0	0	-35.7833333333	150.666666667	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3822	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3822	8	1982	01	10	southern species	Southern Ocean	Australia		0	0	-33.0333333333	152.75	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3818	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3818	6	1982	01	08		Southern Ocean	Australia		0	0	-35.3666666667	150.966666667	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3808	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3808	0	1981	12	10		Southern Ocean	Australia		0	0	-36.0166666667	150.45	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3841	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3841	1	1980	12	12	Directly under ship's bow.	Southern Ocean	Australia		0	0	-50.6	29.6	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-3908	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3908	8	1988	10	30		Southern Ocean	Australia	Offshore from Wollongong	0	0	-34.4333333333	150.916666667	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-4579	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4579	1	1985	08	25	whale diving - see file part 1	Southern Ocean	Australia	20 miles east of Wollongong	0	0	-34.4333333333	150.9	500		Hyperoodon planifrons	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Hyperoodon	planifrons		Flower,1882
urn:catalog:AADC:NSSD:NSSD-5682	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5682	2	1997	10	28	only splashing occassionally with the tail	Southern Ocean	Australia	Point Hicks Lighthouse	0	0	-37.8333333333	149.3	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5681	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5681	3	1997	10	28		Southern Ocean	Australia	Point Hicks Lighthouse	0	0	-37.8333333333	149.3	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5680	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5680	2	1997	10	30	breached 9 times, splashed with tail and flippers non stop to far away to see, believes that they were humpbacks as they were breaching and tail flapping	Southern Ocean	Australia	2km off West Beach	0	0	-37.8333333333	149.3	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5679	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5679	3	1997	10	31	there was a thunderstorm, the weather was hot and humid the whales were headed west then east then stationary then west again	Southern Ocean	Australia	100m off Point Hicks	0	0	-37.8333333333	149.3	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5677	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5677	5	1997	08	25		Southern Ocean	Australia		0	0	-26.5833333333	113.333333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5664	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5664	2	1997	08	24	white bumps on head no specific whale watching, however general lookout at all times	Southern Ocean	Australia	Off North West Coast	0	0	-17.4333333333	122.05	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5663	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5663	1	1997	08	19	investigating boats being towed white bumps on head OOW onboard keeps constant lookout for any contacts including, but not specifically whales	Southern Ocean	Australia	North of Broome	0	0	-16.55	122.466666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5662	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5662	2	1997	10	11	Vessel stood off, shifted both engines into neutral and occassionally engaged one engine to hold heading to wind Noosa Coast Guard vessels at sea most weekends, holidays and sometimes on other occassions.  Watch for sightings at all times vessels are at sea.	Southern Ocean	Australia	Laguna Bay, Close to Noosa Bar	0	0	-20.5	148.75	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5161	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5161	5	1983	11	01		Southern Ocean	Australia	Near Hunter Reef - East of New	0	0	-23.35	174.95	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5159	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5159	3	1983	10	06		Southern Ocean	Australia	Vanuatu	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5158	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5158	1	1983	05	20		Southern Ocean	Australia	SW of Kermadec Is	0	0	-33.2333333333	179.533333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5153	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5153	30	1989	04	13		Southern Ocean	Australia	Middle of the Tasman Sea	0	0	-37.4166666667	156.916666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5152	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5152	8	1981	11	16		Southern Ocean	Australia	Middle of the South Fiji Basin	0	0	-26	177	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5149	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5149	1	1987	04	30		Southern Ocean	Australia		0	0	-25.8333333333	178.6	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5148	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5148	3	1987	04	25	Boat hit whales	Southern Ocean	Australia	North East of New Zealand	0	0	-33.8333333333	175.666666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5146	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5146	1	1983	05	21		Southern Ocean	Australia	600km NE if New Zealand	0	0	-33	179	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5144	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5144	3	1981	04	25		Southern Ocean	Australia	Angityum  Loyalty Is - New Cal	0	0	-21	167	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5134	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5134	1	1986	11	01		Southern Ocean	Australia	Off Proserpine Qld	0	0	-21	151	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5129	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5129	1	1986	09	18		Southern Ocean	Australia	Qld Coast	0	0	-23.55		500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5128	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5128	2	1986	09	14		Southern Ocean	Australia	East of hope Island	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6301	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6301	2	1997	08	13		Southern Ocean	Australia		0	0	-17.85	122.15	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6255	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6255	2	1997	08	03		Southern Ocean	Australia		0	0	-17.2666666667	122.133333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6233	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6233	2	1997	07	29		Southern Ocean	Australia		0	0	-14.05	125.9	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6099	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6099	2	1997	10	10		Southern Ocean	Australia		0	0	-15.7833333333	123.966666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6044	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6044	1	1999	06	22		Southern Ocean	Australia		0	0	-15.5833333333	124.283333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5951	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5951	2	1998	07	15	flight 790	Southern Ocean	Australia		0	0	-16.9666666667	122.15	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5848	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5848		1996	07	20		Southern Ocean	Australia	~12km E of Deloraine Is. Qld	0	0	-20.15	149.1	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5606	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5606	2	1991	01	03	after being disturbed they swam 100y then dived-	Southern Ocean	Australia	soloman is.passage betwee	0	0	-9.16666666667	159.833333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6068	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6068	6	1997	09	30		Southern Ocean	Australia		0	0	-16.3666666667	122.933333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6067	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6067	2	1998	12	01		Southern Ocean	Australia	Pt Hicks	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6065	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6065	4	1998	11	22		Southern Ocean	Australia	Pt Hicks	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6064	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6064	3	1998	11	17		Southern Ocean	Australia	1km off Point Hicks	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6063	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6063	1	1998	11	16		Southern Ocean	Australia	1km off Point Hicks	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6062	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6062	3	1998	11	03		Southern Ocean	Australia	1km off Point Hicks	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6061	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6061	6	1998	11	01		Southern Ocean	Australia	1.5km off Point Hicks	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6060	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6060	2	1998	10	26	first whales to be seen heading down south Z	Southern Ocean	Australia	1km off Point Hicks	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6042	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6042	1	1999	07	19		Southern Ocean	Australia		0	0	-15.5833333333	124.25	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6041	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6041	2	1999	07	19		Southern Ocean	Australia		0	0	-15.65	123.133333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6040	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6040	1	1999	07	19		Southern Ocean	Australia		0	0	-15.7833333333	123.95	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-6039	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6039	2	1999	07	19		Southern Ocean	Australia		0	0	-15.5666666667	123.766666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5652	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5652	1	1994	07	25	stranded in Mermaid Reef Lagoon injured dorsal fin, See file Part 6	Southern Ocean	Australia	Mermaid Reef	0	0	-17.1333333333	119.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-5651	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5651	2	1988	11	03	calf imitating morther, waving flippers etc, See file Part 6	Southern Ocean	Australia	Cascade Jetty Norfolk Is	0	0	-29.0333333333	167.966666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
