id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	catalogNumber	individualCount	year	month	day	fieldNotes	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	identifiedBy	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:AADC:NSSD:NSSD-4149	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4149	1	1990	09	23		Southern Ocean	Australia	North end of North Reef	0	0	-23.1833333333	151.9	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4145	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4145	13	1990	09	18	Whales swam under our boat and blew as it came up on the other side.	Southern Ocean	Australia	Hervey Bay, Qld	0	0	-25	153	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4144	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4144	1	1990	09	16		Southern Ocean	Australia	Off Sunshine Beach	0	0	-27.1	153.4	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4143	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4143	1	1990	09	16		Southern Ocean	Australia	North Sunshine Beach, app	0	0	-26.4166666667	153.1	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4141	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4141	7	1990	09	09		Southern Ocean	Australia	Hervey Bay, Qld	0	0	-25	153	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4140	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4140	2	1990	09	08		Southern Ocean	Australia	Hervey Bay, Qld	0	0	-25	153	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4138	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4138	2	1990	08	20	Two blow holes on head. Knobby head, jaws and flippers, smaller one 8m	Southern Ocean	Australia	Off Hook Island	0	0	-19.9	149	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4135	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4135	1	1990	08	17	Bumps present on head, scolloped edge to flukes	Southern Ocean	Australia	Off Onslow, Wa	0	0	-21.2166666667	114.616666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4134	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4134	5	1990	09	09	Blow oval shaped.	Southern Ocean	Australia		0	0	-21.1833333333	114.683333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4133	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4133	2	1990	08	14	other 4m	Southern Ocean	Australia	Harriet A Oil Platform -	0	0	-20.6	115.6	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4132	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4132	0	1990	08	11		Southern Ocean	Australia	East of Sunshine Beach	0	0	-27.0833333333	153.383333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4274	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4274	5	1991	08	27	In two groups 2 and 3.	Southern Ocean	Australia	8 miles north-east of Pin	0	0	-20.2666666667	148.716666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4273	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4273	1	1991	08	27		Southern Ocean	Australia	Jen Shoal	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4271	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4271	3	1991	08	27	Tails and flippers visible on occasion.	Southern Ocean	Australia	Harriett Alpha, WA, 6k ea	0	0	-20.6	115.6	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4270	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4270	2	1991	08	27	Tail, white on underside with small black tips.	Southern Ocean	Australia	3 nautical miles north-we	0	0	-16.7166666667	145.933333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4269	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4269	5	1991	08	27	Saw twice over three hours. Some aggressive.  mixed black and white patterns on body, white lumps on head.	Southern Ocean	Australia	8miles north east of Pinn	0	0	-20.2666666667	148.716666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4268	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4268	2	1991	08	25		Southern Ocean	Australia	Harriett Bravo Platform	0	0	-20.6	115.6	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4267	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4267	2	1991	08	24		Southern Ocean	Australia	Off Coolum	0	0	-26.5333333333	153.1	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4266	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4266	1	1991	08	20		Southern Ocean	Australia	4.5 nautical miles north	0	0	-20.2666666667	148.716666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4264	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4264	8	1991	08	17	Group of 5 very aggressive towards each other.  Suggested mating.       behaviour.	Southern Ocean	Australia	6 nautical miles south-ea	0	0	-20.2666666667	148.733333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4262	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4262	2	1991	08	16	Followed whale for approximately 5 minutes.,  Calf grey  3m	Southern Ocean	Australia	26 miles north of Roslyn	0	0	-23.3666666667	151.55	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4417	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4417	2	1991	10	29		Southern Ocean	Australia	North of Eden	0	0	-37.5	150	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4415	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4415	10	1991	11	02	Good sightings at close range.	Southern Ocean	Australia	North-east Eden	0	0	-37	150.083333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4414	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4414	3	1991	11	03		Southern Ocean	Australia	North-east Eden	0	0	-37	150.083333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4413	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4413	2	1991	11	05		Southern Ocean	Australia	Just outside Twofold Bay	0	0	-37	150.083333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4412	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4412	2	1991	11	05		Southern Ocean	Australia	South-east of Eden	0	0	-37.5	150	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4410	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4410	3	1991	11	07		Southern Ocean	Australia	South-east Eden	0	0	-37.5	150	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4409	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4409	5	1991	11	08	Best sightings and good photos	Southern Ocean	Australia	North-east of Eden	0	0	-37	150.083333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4408	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4408	2	1991	11	09		Southern Ocean	Australia	East of Eden	0	0	-37.5	150	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4585	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4585	3	1985	07	06	Calf 10-15ft  possibly sperm whale.  See File part 1	Southern Ocean	Australia	East of Crocodile Head N	0	0	-35.0833333333	151.75	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4578	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4578	2	1985	09	17	See part 1 of file.	Southern Ocean	Australia		0	0	-16.7833333333	122.7	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4573	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4573	6	1994	07	28	Slow lolling, playful, approaches ship, leaping and splashing	Southern Ocean	Australia	Dunk Island	0	0	-17.8333333333	146.216666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4572	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4572	3	1994	10	08	Animals swimming steadily, surfacing, blowing and swimming.	Southern Ocean	Australia	Lady Mussgrave Is Reef, N	0	0	-26.3833333333	153.133333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4571	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4571	3	1987	09	06	1 Southern Right plus calf and 3 Humpback Whale. - see entry 628	Southern Ocean	Australia	Cockburn Sound, Western A	0	0	-32.1833333333	115.716666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4528	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4528	1	1993	10	13	Swimming Steadily	Southern Ocean	Australia	200m off Sunshine Beach	0	0	-27.1	153.4	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4555	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4555	1	1994	10	11	Large animal swimming slowly and tail splashing.	Southern Ocean	Australia	5km off Sunrise Beach Noo	0	0	-27.0833333333	153.383333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4554	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4554	2	1994	10	10	Medium sized circling, breaching, tail and flipper splashing.	Southern Ocean	Australia	5km of Sunrise Beach Noos	0	0	-27.0666666667	153.383333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4552	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4552	2	1994	10	09	Medium sized animals circling and flipper splashing	Southern Ocean	Australia	1km off Sunrise Beach - N	0	0	-27.1	153.383333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4551	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4551	2	1994	10	09	Large animals swimming steadily and blowing.	Southern Ocean	Australia	2-3km off Sunrise Beach -	0	0	-27.0833333333	153.383333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4550	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4550	1	1994	10	08	Large Animal, swimming and blowing	Southern Ocean	Australia	3km off Sunrise Beach - N	0	0	-27.0833333333	153.4	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4548	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4548	14	1994	07	27	Swimming Steadily, several had scars	Southern Ocean	Australia	Whitsundays	0	0	-20.2	149.166666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4334	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4334	1	1992	06	11		Southern Ocean	Australia	3 nautical miles eat of M	0	0			500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4331	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4331	1	1992	06	07	Breaching and diving	Southern Ocean	Australia	Western end Wistari Reef	0	0	-23.4833333333	151.8	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4329	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4329	2	1992	06	07	Dorsal fin and classic Humpback Whale dive.,  an amount of scarring on back	Southern Ocean	Australia	Wistari Reef Channel	0	0	-23.4333333333	151.916666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4328	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4328	2	1992	06	07		Southern Ocean	Australia	Heron Island: South end W	0	0	-23	152.166666667	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4327	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4327	4	1991	06	29	Humpback Whale mid year survey - see entry 1107	Southern Ocean	Australia	Cape Byron	0	0	-28.6333333333	153.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4326	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4326	14	1991	06	28	Humpback Whale mid year survey - see entry 1109	Southern Ocean	Australia	Cape Byron	0	0	-28.6333333333	153.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4325	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4325	9	1991	06	27	Humpback Whale mid year survey - see entry 1113	Southern Ocean	Australia	Cape Byron	0	0	-28.6333333333	153.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4324	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4324	13	1991	06	26	Humpback Whale mid year survey - see entry 1098	Southern Ocean	Australia	Cape Byron	0	0	-28.6333333333	153.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4323	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4323	19	1991	06	25	Humpback Whale mid year survey - see entry 1104	Southern Ocean	Australia	Cape Byron	0	0	-28.6333333333	153.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4322	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4322	15	1991	06	24	Humpback Whale mid year survey - see entry 1102	Southern Ocean	Australia	Cape Byron	0	0	-28.6333333333	153.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
urn:catalog:AADC:NSSD:NSSD-4321	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4321	5	1991	06	23	Humpback Whale mid year survey - see entry 1110	Southern Ocean	Australia	Cape Byron	0	0	-28.6333333333	153.633333333	500		Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae		(Borowski,1781)
